Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,video_clip_path,Utterance_stemmed,Utterance_tokenized,emotion_neutral,emotion_anger,emotion_joy,emotion_sadness,emotion_surprise
1040,We have credited your account with five hundred dollars.,Phoebe,neutral,107,9,1,3,"0:08:10,072","0:08:16,287",train_data/dia107_utt9.mp4,we credit account five hundr dollar,"['we', 'credit', 'account', 'five', 'hundr', 'dollar']",0.6909813,0.07502977,0.15806767,0.046027195,0.029811881
1060,I mean youd think hed be worried about me not showing up at his club.,Rachel,sadness,109,7,4,14,"00:14:42,131","00:14:45,550",train_data/dia109_utt7.mp4,i mean youd think hed worri show club,"['i', 'mean', 'you\x92d', 'think', 'he\x92d', 'worri', 'show', 'club']",0.44649705,0.09099924,0.041479826,0.4050055,0.015951762
1062,Come on! Look where you are!!,Phoebe,joy,109,9,4,14,"00:14:50,681","00:14:53,641",train_data/dia109_utt9.mp4,come look,"['come', 'look']",0.5120647,0.083032325,0.33231893,0.037279803,0.035233118
1083,Yeah!,Joey,joy,111,2,7,1,"0:09:18,810","0:09:20,452",train_data/dia111_utt2.mp4,yeah,['yeah'],0.6002129,0.008834818,0.28896222,0.08113617,0.020820156
1089,Its happened to you?,Chandler,surprise,111,8,7,1,"0:09:56,304","0:09:57,606",train_data/dia111_utt8.mp4,it happen,"['it\x92', 'happen']",0.6744039,0.04247646,0.07909526,0.05844212,0.14544752
1093,Sup? Sup dude?,Joey,neutral,111,12,7,1,"00:08:20,666","00:08:27,255",train_data/dia111_utt12.mp4,sup sup dude,"['\x91sup', '\x91sup', 'dude']",0.77655774,0.06329573,0.06672082,0.038019955,0.05536591
1097,"Come on man, really how old?!",Joey,surprise,111,16,7,1,"00:09:01,290","00:09:02,874",train_data/dia111_utt16.mp4,come man realli old,"['come', 'man', 'realli', 'old']",0.46793,0.109679595,0.060026318,0.10866534,0.2535942
1114,"Okay, but if he asks, I'm not going to lie.",Chandler,neutral,113,10,1,10,"00:08:19,957","00:08:23,001",train_data/dia113_utt10.mp4,okay ask i 'm go lie,"['okay', 'ask', 'i', ""'m"", 'go', 'lie']",0.70957077,0.03645908,0.14667924,0.08291721,0.024321858
1119,Its better! You cant go to a museum in your underwear!,Joey,joy,114,3,4,21,"00:21:40,424","00:21:44,135",train_data/dia114_utt3.mp4,it better you cant go museum underwear,"['it\x92', 'better', 'you', 'can\x92t', 'go', 'museum', 'underwear']",0.20341058,0.019829962,0.75751764,0.010721647,0.008495823
1136,"No. The one in Atlantic City, Dad loves the slots. He says hes gonna double the college money my Grandma left me.",Sarah,sadness,116,7,3,10,"00:05:08,516","00:05:17,232",train_data/dia116_utt7.mp4,no the one atlant citi dad love slot he say he gon na doubl colleg money grandma left,"['no', 'the', 'one', 'atlant', 'citi', 'dad', 'love', 'slot', 'he', 'say', 'he\x92', 'gon', 'na', 'doubl', 'colleg', 'money', 'grandma', 'left']",0.19566874,0.035517953,0.049560722,0.7103067,0.008704355
1146,"Im sorry you lost your money, but I won it fair and square.",Ross,joy,118,5,6,6,"00:21:22,072","00:21:25,241",train_data/dia118_utt5.mp4,im sorri lost money i fair squar,"['i\x92m', 'sorri', 'lost', 'money', 'i', 'fair', 'squar']",0.37651405,0.025728721,0.5308442,0.054666903,0.01218686
1149,"Yeah, yeah, that's her.",Joey,neutral,119,2,5,17,"0:14:53,475","0:14:55,237",train_data/dia119_utt2.mp4,yeah yeah 's,"['yeah', 'yeah', ""'s""]",0.667982,0.09309375,0.17788702,0.038870107,0.022105496
1169,Okay.,Chandler,neutral,120,9,4,12,"0:13:26,848","0:13:27,325",train_data/dia120_utt9.mp4,okay,['okay'],0.5886098,0.14445056,0.18496059,0.021334095,0.0605768
1171,Big fat goalie.,Joey,neutral,120,11,4,12,"00:13:39,819","00:13:41,778",train_data/dia120_utt11.mp4,big fat goali,"['big', 'fat', 'goali']",0.6299869,0.14070451,0.1365713,0.055409726,0.03725537
1174,Correct. Her actual favorite movie is...,Ross,neutral,120,14,4,12,"0:13:48,536","0:13:50,048",train_data/dia120_utt14.mp4,correct her actual favorit movi ...,"['correct', 'her', 'actual', 'favorit', 'movi', '...']",0.90637386,0.021945002,0.03807801,0.024389284,0.009191246
1186,"Well, that shouldnt be a problem. I mean I work in fashion and all I meet are eligible straight men.",Rachel,neutral,122,2,3,18,"00:06:53,287","00:06:57,374",train_data/dia122_utt2.mp4,well shouldnt problem i mean i work fashion i meet elig straight men,"['well', 'shouldn\x92t', 'problem', 'i', 'mean', 'i', 'work', 'fashion', 'i', 'meet', 'elig', 'straight', 'men']",0.90973747,0.012164739,0.05421618,0.016940933,0.006930621
1192,"Well, if that were true, Id dating my Aunt Ruth.",Pete,joy,122,8,3,18,"00:07:15,643","00:07:18,228",train_data/dia122_utt8.mp4,well true id date aunt ruth,"['well', 'true', 'i\x92d', 'date', 'aunt', 'ruth']",0.13087836,0.031498015,0.8144341,0.012290468,0.010839412
1202,Okay?,Ross,anger,123,2,9,17,"0:05:12,342","0:05:12,561",train_data/dia123_utt2.mp4,okay,['okay'],0.032671075,0.84743345,0.06031885,0.053590793,0.0058084643
1204,It's not funny!,Ross,anger,123,4,9,17,"0:05:15,437","0:05:17,903",train_data/dia123_utt4.mp4,it 's funni,"['it', ""'s"", 'funni']",0.13837367,0.6915467,0.09701723,0.026385222,0.046556648
1209,You'd better hope not because I just read what you put on your    page today.,Ross,anger,123,8,9,17,"00:05:27,231","00:05:29,484",train_data/dia123_utt8.mp4,you 'd better hope i read put page today,"['you', ""'d"", 'better', 'hope', 'i', 'read', 'put', 'page', 'today']",0.107638374,0.68732405,0.16945617,0.01904279,0.016378734
1210,I don't have a page.,Chandler,neutral,123,9,9,17,"0:05:29,692","0:05:30,568",train_data/dia123_utt9.mp4,i n't page,"['i', ""n't"", 'page']",0.6574654,0.068784535,0.16865197,0.052108735,0.052871723
1217,"Ohh. Hey, remember when I ran into this thing  and it kinda knocked me out a little?",Joey,joy,124,5,5,6,"00:10:40,765","00:10:44,392",train_data/dia124_utt5.mp4,ohh hey rememb i ran thing kinda knock littl,"['ohh', 'hey', 'rememb', 'i', 'ran', 'thing', 'kinda', 'knock', 'littl']",0.41272396,0.13397105,0.38308176,0.04309524,0.027037516
1229,Twice?,Ross,neutral,125,5,4,18,"00:02:51,462","00:02:52,754",train_data/dia125_utt5.mp4,twice,['twice'],0.57873994,0.14687233,0.16178681,0.028377132,0.08415434
1238,Stop it! I will kill you. I hate the fact that my room is so small.,Rachel,anger,126,5,4,19,"00:01:03,354","00:01:12,738",train_data/dia126_utt5.mp4,stop i kill i hate fact room small,"['stop', 'i', 'kill', 'i', 'hate', 'fact', 'room', 'small']",0.41024065,0.40046158,0.09247016,0.027219404,0.06951671
1259,Okay.,Phoebe,neutral,128,8,8,14,"00:08:12,000","00:08:14,800",train_data/dia128_utt8.mp4,okay,['okay'],0.85491633,0.06699476,0.046531267,0.026343916,0.0051896446
1287,"All right, I guess this will be fine.",Joey,neutral,130,5,7,5,"00:06:26,386","00:06:27,886",train_data/dia130_utt5.mp4,all right i guess fine,"['all', 'right', 'i', 'guess', 'fine']",0.5899562,0.097670585,0.17826279,0.07389695,0.060172
1303,"Sorry, Pheebs.",Monica,sadness,131,1,3,14,"00:21:21,989","00:21:24,532",train_data/dia131_utt1.mp4,sorri pheeb,"['sorri', 'pheeb']",0.2929606,0.02336014,0.102548786,0.55338466,0.027500445
1314,Its for me.,Mark,neutral,132,9,3,15,"0:16:32,617","0:16:33,343",train_data/dia132_utt9.mp4,it,['it\x92'],0.93940854,0.023217307,0.022461751,0.007729099,0.007175654
1327,Hello.,Ross,neutral,136,0,8,12,"00:06:25,676","00:06:27,219",train_data/dia136_utt0.mp4,hello,['hello'],0.6397981,0.08645502,0.21806823,0.043498155,0.012116196
1328,Im sorry Im a little late.,Ross,neutral,136,1,8,12,"00:06:31,391","00:06:33,058",train_data/dia136_utt1.mp4,im sorri im littl late,"['i\x92m', 'sorri', 'i\x92m', 'littl', 'late']",0.8291923,0.049269266,0.08562763,0.013699953,0.022194758
1329,Whoa,Joey,surprise,136,2,8,12,"0:06:33,226","0:06:33,852",train_data/dia136_utt2.mp4,whoa,['whoa'],0.60525566,0.058957767,0.11192813,0.0013915243,0.2224315
1341,That is how God intended it.,Ross,neutral,137,7,5,14,"00:14:03,425","00:14:06,052",train_data/dia137_utt7.mp4,that god intend,"['that', 'god', 'intend']",0.9384694,0.008786986,0.03825638,0.0057768337,0.008690461
1344,"Wow, that feels so good to get off my chest!",Rachel,joy,138,2,5,12,"0:12:00,511","0:12:02,388",train_data/dia138_utt2.mp4,wow feel good get chest,"['wow', 'feel', 'good', 'get', 'chest']",0.46503899,0.07964091,0.40047285,0.035858028,0.018918011
1355,What?!,Rachel,surprise,138,13,5,12,"00:12:55,733","00:12:57,650",train_data/dia138_utt13.mp4,what,['what'],0.36984324,0.11136743,0.19943833,0.04225404,0.27690297
1359,"I really thought you making a good point. I mean y'know, until you got cut off.",Phoebe,neutral,139,0,5,9,"00:21:37,504","00:21:41,674",train_data/dia139_utt0.mp4,i realli thought make good point i mean y'know got cut,"['i', 'realli', 'thought', 'make', 'good', 'point', 'i', 'mean', ""y'know"", 'got', 'cut']",0.7264299,0.058696777,0.13272497,0.05447061,0.02757929
1360,"Yeah, what's up with that girl Monica?",A Female Student,neutral,139,1,5,9,"00:21:42,426","00:21:44,385",train_data/dia139_utt1.mp4,yeah 's girl monica,"['yeah', ""'s"", 'girl', 'monica']",0.76173735,0.1281139,0.08244997,0.015962308,0.011712766
1387,Really?,Tag,surprise,144,4,7,5,"0:15:19,919","0:15:20,471",train_data/dia144_utt4.mp4,realli,['realli'],0.45860103,0.15888946,0.06614382,0.07460129,0.2415742
1410,Phoebe why dont you just call her? You obviously want to.,Monica,neutral,146,2,3,14,"00:11:44,328","00:11:48,790",train_data/dia146_utt2.mp4,phoeb dont call you obvious want,"['phoeb', 'don\x92t', 'call', 'you', 'obvious', 'want']",0.787464,0.04441596,0.108424395,0.035076566,0.02457364
1432,"Ok, ok, now what is wrong with my",Ross,anger,147,11,1,5,"00:07:56,017","00:07:58,810",train_data/dia147_utt11.mp4,ok ok wrong,"['ok', 'ok', 'wrong']",0.49985602,0.36848179,0.09252746,0.012088409,0.026988162
1437,How'd you get to that?,Joey,anger,148,3,1,12,"00:07:41,961","00:07:45,088",train_data/dia148_utt3.mp4,how 'd get,"['how', ""'d"", 'get']",0.46465632,0.32264978,0.12123396,0.042199906,0.049160596
1439,You knew about that?,Joey,surprise,148,5,1,12,"00:07:48,843","00:07:49,926",train_data/dia148_utt5.mp4,you knew,"['you', 'knew']",0.2836005,0.1199725,0.08957452,0.009265458,0.49749416
1478,Im asking you to do me a favor.,Ross,neutral,151,15,6,1,"00:13:39,401","00:13:44,072",train_data/dia151_utt15.mp4,im ask favor,"['i\x92m', 'ask', 'favor']",0.86419153,0.011185981,0.097663455,0.009322203,0.017628927
1485,"My brother's going through that right now, he's such a mess. How did you get through it?",Monica,neutral,152,4,1,1,"00:10:36,427","00:10:40,680",train_data/dia152_utt4.mp4,my brother 's go right 's mess how get,"['my', 'brother', ""'s"", 'go', 'right', ""'s"", 'mess', 'how', 'get']",0.7822342,0.028253175,0.14254785,0.032641347,0.014303006
1510,"All right that's, that's it!! Get off her!",Ross,anger,154,2,3,12,"0:14:14,186","0:14:16,248",train_data/dia154_utt2.mp4,all right 's 's get,"['all', 'right', ""'s"", ""'s"", 'get']",0.52366287,0.18980546,0.15451822,0.07516575,0.056716636
1513,Ross!,Rachel,surprise,154,5,3,12,"00:14:21,026","00:14:22,861",train_data/dia154_utt5.mp4,ross,['ross'],0.5907864,0.034133047,0.09129853,0.029712016,0.25397035
1561,Did he tell you?,Joanna,surprise,159,4,3,20,"00:09:46,460","00:09:47,961",train_data/dia159_utt4.mp4,did tell,"['did', 'tell']",0.28785786,0.023159282,0.5832374,0.015665704,0.08996151
1564,"Oh, I know...",Rachel,joy,159,6,3,20,"00:09:51,090","00:09:52,674",train_data/dia159_utt6.mp4,oh i know ...,"['oh', 'i', 'know', '...']",0.07805172,0.015519716,0.88157934,0.012335809,0.012461111
1565,"Oh, I know and hes soo sweet! Listen, he said he was going to call, so put him straight through.",Joanna,joy,159,7,3,20,"00:09:51,090","00:09:55,010",train_data/dia159_utt7.mp4,oh i know he soo sweet listen said go call put straight,"['oh', 'i', 'know', 'he\x92', 'soo', 'sweet', 'listen', 'said', 'go', 'call', 'put', 'straight']",0.07378624,0.009554031,0.8808562,0.0102610625,0.025489401
1569,"Hi, sweetie!",Rachel,joy,160,1,3,14,"0:05:29,714","0:05:30,891",train_data/dia160_utt1.mp4,hi sweeti,"['hi', 'sweeti']",0.4254861,0.10309997,0.39550248,0.03188412,0.0439372
1572,"Yeah, huh.",Ross,neutral,160,4,3,14,"00:05:34,542","00:05:35,959",train_data/dia160_utt4.mp4,yeah huh,"['yeah', 'huh']",0.7106894,0.09248841,0.1334078,0.039483614,0.023899265
1576,"Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?",Ross,sadness,160,8,3,14,"00:05:42,133","00:05:48,305",train_data/dia160_utt8.mp4,come sweeti you work late everi night past two week time,"['come', 'sweeti', 'you', 'work', 'late', 'everi', 'night', 'past', 'two', 'week', 'time']",0.37701628,0.11143467,0.085617155,0.39906386,0.026689595
1583,Well we?re gonna miss you around here.,Rachel,sadness,160,15,3,14,"00:06:10,870","00:06:12,996",train_data/dia160_utt15.mp4,well gon na miss around,"['well', 'gon', 'na', 'miss', 'around']",0.35021985,0.07710483,0.23159051,0.31678277,0.024044842
1592,Yeah! Richard!,Monica,anger,163,3,6,25,"0:06:55,373","0:06:57,269",train_data/dia163_utt3.mp4,yeah richard,"['yeah', 'richard']",0.49079645,0.3587774,0.098245844,0.019248782,0.032826412
1607,Maybe?,Ross,neutral,164,7,1,1,"0:21:15,817","0:21:17,031",train_data/dia164_utt7.mp4,mayb,['mayb'],0.78376627,0.052917782,0.14130524,0.021084467,0.00090662827
1611,"Well, I just thought itd make me feel good to do something nice for my friend.",Chandler,neutral,165,0,4,7,"00:14:12,852","00:14:16,531",train_data/dia165_utt0.mp4,well i thought itd make feel good someth nice friend,"['well', 'i', 'thought', 'it\x92d', 'make', 'feel', 'good', 'someth', 'nice', 'friend']",0.7038299,0.060090136,0.14074482,0.085016124,0.01027757
1636,Wow! This girl is good.,Joey,surprise,167,1,3,14,"00:00:18,268","00:00:19,852",train_data/dia167_utt1.mp4,wow thi girl good,"['wow', 'thi', 'girl', 'good']",0.3873444,0.16775595,0.2027531,0.030152908,0.21182531
1641,Look at you. All jealous.,Monica,anger,167,6,3,14,"00:00:36,369","00:00:38,412",train_data/dia167_utt6.mp4,look all jealou,"['look', 'all', 'jealou']",0.23713188,0.5805339,0.097967625,0.050510738,0.033720504
1647,"Oh no, one of those look for the hidden meaning songs.",Phoebe,neutral,167,12,3,14,"00:01:14,657","00:01:18,387",train_data/dia167_utt12.mp4,oh one look hidden meaning song,"['oh', 'one', '\x91look', 'hidden', 'meaning\x92', 'song']",0.71874094,0.07868044,0.088616125,0.08322134,0.030641953
1648,"Yes, hello.",Ross,neutral,168,0,5,24,"0:05:44,177","0:05:45,309",train_data/dia168_utt0.mp4,ye hello,"['ye', 'hello']",0.7934074,0.05098183,0.10659817,0.0219727,0.027021682
1666,"No, its okay. Some-some kid asked me to pick it up for him, but I dont",Ross,neutral,169,2,6,15,"00:03:48,853","00:03:53,315",train_data/dia169_utt2.mp4,no it okay some-som kid ask pick i dont,"['no', 'it\x92', 'okay', 'some-som', 'kid', 'ask', 'pick', 'i', 'don\x92t']",0.6725224,0.048276365,0.19552621,0.050688695,0.03292262
1681,Im such a jerk.,Joey,sadness,170,10,3,6,"00:13:12,249","00:13:14,083",train_data/dia170_utt10.mp4,im jerk,"['i\x92m', 'jerk']",0.32964787,0.03495252,0.20824046,0.4116067,0.015424426
1704,"Well, you promised me a fun road trip!",Phoebe,joy,173,2,6,1,"0:10:41,558","0:10:43,102",train_data/dia173_utt2.mp4,well promis fun road trip,"['well', 'promis', 'fun', 'road', 'trip']",0.5346172,0.026006369,0.37578604,0.031091267,0.032429043
1706,We are switching at the next rest stop and,Phoebe,anger,173,4,6,1,"0:10:47,118","0:10:54,494",train_data/dia173_utt4.mp4,we switch next rest stop,"['we', 'switch', 'next', 'rest', 'stop']",0.24252103,0.6369423,0.05287163,0.029778825,0.037814885
1720,What musician?,Monica,surprise,174,7,9,19,"00:06:19,671","00:06:20,756",train_data/dia174_utt7.mp4,what musician,"['what', 'musician']",0.08366024,0.008583193,0.009181814,0.014613746,0.8837636
1740,"Wow, Monica, you look just like your grandmother. How old was she there?",Rachel,surprise,176,7,1,8,"00:20:46,036","00:20:49,622",train_data/dia176_utt7.mp4,wow monica look like grandmoth how old,"['wow', 'monica', 'look', 'like', 'grandmoth', 'how', 'old']",0.40399548,0.024450522,0.070610106,0.06818992,0.43264154
1745,"So, whats this about?",Tag,joy,177,0,8,2,"00:15:57,122","00:15:58,790",train_data/dia177_utt0.mp4,so what,"['so', 'what\x92']",0.19461498,0.015299609,0.7676373,0.0074216193,0.01498992
1747,No.  This is my red sweater.,Tag,neutral,177,2,8,2,"00:16:06,090","00:16:10,218",train_data/dia177_utt2.mp4,no thi red sweater,"['no', 'thi', 'red', 'sweater']",0.8338687,0.033247102,0.08158737,0.010566266,0.040713575
1758,What the?!,Joey,surprise,178,2,7,18,"00:11:05,081","00:11:07,248",train_data/dia178_utt2.mp4,what,['what'],0.3303676,0.13666758,0.20756389,0.12794657,0.19716479
1776,And in the meantime you better let him drive. Does he have a license?,Policeman,neutral,179,15,7,22,"00:13:52,706","00:13:54,666",train_data/dia179_utt15.mp4,and meantim better let drive doe licens,"['and', 'meantim', 'better', 'let', 'drive', 'doe', 'licens']",0.9368813,0.0053125136,0.039504122,0.010658254,0.0076397755
1789,Janice,Joey,surprise,180,8,8,24,"00:02:51,075","00:02:52,076",train_data/dia180_utt8.mp4,janic,['janic'],0.370623,0.04751059,0.37837258,0.022553742,0.18073867
1806,You had no relationship!!,Monica,anger,182,4,5,10,"00:07:11,764","00:07:13,598",train_data/dia182_utt4.mp4,you relationship,"['you', 'relationship']",0.5103916,0.33683023,0.124569654,0.023996115,0.004181404
1815,"All right, I'm just gonna go on the date.",Rachel,neutral,182,13,5,10,"0:07:38,510","0:07:41,102",train_data/dia182_utt13.mp4,all right i 'm gon na go date,"['all', 'right', 'i', ""'m"", 'gon', 'na', 'go', 'date']",0.7144299,0.072118975,0.12752977,0.044839792,0.04101929
1830,"I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.",Phoebe,neutral,183,11,2,4,"00:10:16,824","00:10:21,494",train_data/dia183_utt11.mp4,i i rememb like king friday mr. roger 's ice nice,"['i', 'i', 'rememb', 'like', 'king', 'friday', 'mr.', 'roger', ""'s"", 'ice', 'nice']",0.8125966,0.052452873,0.0865941,0.030247796,0.01806201
1832,"Yeah, well, ya know, I'm kind of spooky that way. Wooo.",Phoebe,neutral,183,13,2,4,"00:10:25,041","00:10:28,376",train_data/dia183_utt13.mp4,yeah well ya know i 'm kind spooki way wooo,"['yeah', 'well', 'ya', 'know', 'i', ""'m"", 'kind', 'spooki', 'way', 'wooo']",0.82676554,0.040380973,0.09410107,0.02673569,0.011957261
1839,"Hi Joey it's Jane Rogers, can't wait    for your party tonight.",Jane,joy,184,0,9,20,"00:05:46,751","00:05:49,462",train_data/dia184_utt0.mp4,hi joey 's jane roger ca n't wait parti tonight,"['hi', 'joey', ""'s"", 'jane', 'roger', 'ca', ""n't"", 'wait', 'parti', 'tonight']",0.46477458,0.08840888,0.33744317,0.059534043,0.049680974
1845,"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",Rachel,sadness,184,6,9,20,"00:05:59,138","00:06:03,351",train_data/dia184_utt6.mp4,yeah 's real shame ca n't make one-woman show tonight,"['yeah', ""'s"", 'real', 'shame', 'ca', ""n't"", 'make', 'one-woman', 'show', 'tonight']",0.37214792,0.066695645,0.04279688,0.50727385,0.010952664
1860,"OH! And the year before that, when you set up that nighttime    tour of that button factory?",Rachel,anger,184,21,9,20,"00:06:52,817","00:06:57,446",train_data/dia184_utt21.mp4,oh and year set nighttim tour button factori,"['oh', 'and', 'year', 'set', 'nighttim', 'tour', 'button', 'factori']",0.12601326,0.8409904,0.023300702,0.004566804,0.005089284
